"38","C00719971","YE","18K","Political Action Committee","DELOITTE POLITICAL ACTION COMMITTEE","DC",2021-11-16,2500,"C00211318","SA11C.39166","2021",2022,"SENATE EAGLE PAC","PAC - Qualified","0",NA
"39","C00326082","YE","18K","Political Action Committee","NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE","IL",2021-11-08,5000,"C00030718","SA11C.8344","2021",2022,"FUND FOR A CONSERVATIVE FUTURE","PAC - Qualified","0",NA
"40","C00000935","M2","18K","Political Action Committee","LEONARDO DRS PAC","NJ",2022-01-31,5000,"C00275123","36749859","2022",2022,"DCCC","Party - Qualified","0",NA
"41","C00378695","YE","18K","Political Action Committee","DAVITA HEALTHCARE PARTNERS, INC. PAC","WA",2021-08-10,4000,"C00340943","VVC4CSQWW85","2021",2022,"VICTORY IN NOVEMBER ELECTION PAC","PAC - Qualified","0",NA
"42","C00540393","M5","18K","Committee","NORTH AMERICA'S BUILDING TRADES UNIONS POLITICAL EDUCATIONAL FUND","DC",2022-04-28,2500,"C00003160","SA11C.4619","2022",2022,"DBM PAC","PAC - Nonqualified","0",NA
"43","C00571182","YE","18K","Political Action Committee","THRIVENT FINANCIAL FOR LUTHERANS PAC","WI",2021-09-30,5000,"C00121319","11C-000426997","2021",2022,"GETTING STUFF DONE PAC (GSD-PAC)","PAC - Qualified","0",NA
"44","C00392738","Q3","18K","Political Action Committee","T-MOBILE PAC","DC",2022-08-09,5000,"C00361758","VPFBKT9NTD6","2022",2022,"HOOPS PAC","PAC - Qualified","0",NA
"45","C00075820","M4","18K","Candidate Committee","BILL JOHNSON FOR CONGRESS COMMITTEE","OH",2022-03-31,4000,"C00424424","SA11C.23982835","2022",2022,"NRCC","Party - Qualified","0",NA
"46","C00502096","Q1","18K","Political Action Committee","NATIONAL MULTI HOUSING COUNCIL POLITICAL ACTION COMMITTEE","DC",2022-03-07,2500,"C00130773","11701537","2022",2022,"MICHIGAN'S FUTURE PAC","PAC - Qualified","0",NA
"47","C00536540","M6","18K","Political Action Committee","NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION PAC","DC",2022-05-19,5000,"C00113811","SA11C.3193101","2022",2022,"JOBS, FREEDOM, AND SECURITY PAC","PAC - Qualified","0",NA
"48","C00484642","M6","18K","Political Action Committee","COMMUNICATIONS WORKERS OF AMERICA WORKING VOICES","DC",2022-05-20,500000,"C00488486","3213314","2022",2022,"SMP","Independent Expenditure-only (Super PACs)","0",NA
"49","C00375584","M9","18K","Political Action Committee","FEDERATION OF EXCHANGE ACCOMMODATORS 1031 PAC","DC",2022-08-03,5000,"C00426874","3145480","2022",2022,"GREAT LAKES PAC","PAC - Qualified","0",NA
"50","C00817072","Q3","18K","Political Action Committee","GEO GROUP INC. PAC","FL",2022-08-10,5000,"C00382150","SA11C.69528","2022",2022,"VANCE VICTORY","PAC - Nonqualified","0",NA
"51","C00491936","Q3","18K","Political Action Committee","FARM CREDIT POLITICAL ACTION COMMITTEE","DC",2022-07-29,5000,"C00193631","2172099","2022",2022,"COMMON SENSE COLORADO","PAC - Qualified","0",NA
"52","C00692715","12P","18K","Political Action Committee","UNITED PARCEL SERVICE INC. PAC","GA",2022-04-18,5000,"C00064766","SA11C.4466","2022",2022,"HELP ELECT REPUBLICANS NOW","PAC - Qualified","0",NA
"53","C00439992","M10","18K","Political Action Committee","NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS PAC","DC",2022-09-27,5000,"C00303339","VNVWKMPW485","2022",2022,"KEYSTONE AMERICA PAC","PAC - Qualified","0",NA
"54","C00542027","M7","18K","Political Action Committee","HANGER INC. PAC","TX",2022-06-02,2500,"C00430397","A01F41E3432A04D91877","2022",2022,"BIG SKY OPPORTUNITY PAC","PAC - Qualified","0",NA
"55","C00771543","Q1","18K","Political Action Committee","AMERICAN WATERWAYS OPERATORS-PAC","VA",2022-03-04,2500,"C00034678","SA11C.4563","2022",2022,"CASSIDY LEADERSHIP FUND","PAC - Nonqualified","0",NA
"56","C00780411","M3","18K","Political Action Committee","TRUIST FINANCIAL CORPORATION FEDERAL PAC (FORMERLY SUNTRUST BANKS INC. POLITICAL ACTION COMMITTEE)","VA",2022-02-10,5000,"C00386524","VPFDAQC5W01","2022",2022,"TEAM BLUE PAC","PAC - Qualified","0",NA
"57","C00433060","M5","18K","Political Action Committee","TAKEDA PHARMACEUTICAL OF AMERICA PAC","DC",2022-04-04,5000,"C00441733","C-98-00BA03","2022",2022,"REPUBLICAN GOVERNANCE GROUP/TUESDAY GROUP PAC","PAC - Qualified","0",NA
"58","C00540054","M4","18K","Committee","INDEPENDENT COMMUNITY BANKERS OF AMERICA POLITICAL ACTION COMMITTEE","DC",2022-03-24,1000,"C00032698","SA11C.6865","2022",2022,"NEBRASKA SANDHILLS PAC","PAC - Qualified","0",NA
"59","C00540054","M5","18K","Committee","WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT","AR",2022-04-14,1000,"C00093054","SA11C.6921","2022",2022,"NEBRASKA SANDHILLS PAC","PAC - Qualified","0",NA
"60","C00469023","M5","18K","Candidate Committee","MIKE BOST FOR CONGRESS COMMITTEE","IL",2022-04-27,1000,"C00546499","A8AC289ED46574D6EABB","2022",2022,"MAGGIE'S LIST","PAC - Qualified","0",NA
"61","C00411611","M8","18K","Committee","TRANSPORT WORKERS UNION","DC",2022-07-07,5000,"C00008268","AA3997704BA5C4472896","2022",2022,"SECURE PAC","PAC - Qualified","0",NA
"62","C00765727","Q3","18K","Political Action Committee","EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC","VA",2022-09-16,2500,"C00088591","15428306","2022",2022,"TAHOMA PAC","PAC - Nonqualified","0",NA
"63","C00442368","Q1","18K","Political Action Committee","DOMINION ENERGY, INC. POLITICAL ACTION COMMITTEE - DOMINION PAC","VA",2022-02-22,5000,"C00108209","SA11C.11207","2022",2022,"COMMON VALUES PAC","PAC - Qualified","0",NA
"64","C00693127","M6","18K","Committee","TAKEDA PHARMACEUTICALS AMERICA INC. POLITICAL ACTION COMMITTEE","MA",2022-05-03,5000,"C00441733","SA11C.5206","2022",2022,"BUILDING BRIDGES PAC","PAC - Qualified","0",NA
"65","C00568162","Q3","18K","Political Action Committee","AMERICAN RESORT DEVELOPMENT ASSOCIATION RESORT OWNERS COALIT","DC",2022-09-23,5000,"C00358663","SA11C.2819409","2022",2022,"SCALISE LEADERSHIP FUND","PAC - Nonqualified","0",NA
"66","C00632323","Q2","18K","Political Action Committee","FARMERS' RICE COOPERATIVE FUND","CA",2022-04-07,3000,"C00146605","SA11C.44211","2022",2022,"DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC)","PAC - Qualified","0",NA
"67","C00305318","M7","18K","Political Action Committee","ASTELLAS US LLC PAC (ASTELLAS PAC)","IL",2022-06-30,5000,"C00444885","3839996","2022",2022,"BLUE DOG POLITICAL ACTION COMMITTEE","PAC - Qualified","0",NA
"68","C00413948","Q3","18K","Political Action Committee","AMERICAN AIRLINES INC. POLITICAL ACTION COMMITTEE (AAPAC)","DC",2022-09-16,1500,"C00107300","SA11C.10667","2022",2022,"ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE (ARKPAC)","PAC - Qualified","0",NA
"69","C00422774","12P","18K","Political Action Committee","THE BOEING COMPANY PAC","VA",2022-04-26,5000,"C00142711","VTE6VYS9Q51","2022",2022,"FRONTLINE USA","PAC - Qualified","0",NA
"70","C00692590","M7","18K","Political Action Committee","NUCOR CORPORATION POLITICAL ACTION COMMITTEE","NC",2022-06-23,2000,"C00379628","VR08N1323AY7","2022",2022,"SUNSHINE ORGANIZATION FOR TREMENDOUS OPPORTUNITIES (SOTO PAC)","PAC - Nonqualified","0",NA
"71","C00688069","Q1","24A","Organization","T-MAX","KS",2021-03-18,1000,"P80000722","E-160871","2021",2022,"SUPPORT AMERICAN LEADERS PAC","Hybrid PAC - Nonqualified","0",NA
"72","C00432260","M6","24A","Organization","CLUB FOR GROWTH","DC",2021-05-05,178,"H6WY00159","SE.7486","2021",2022,"CLUB FOR GROWTH PAC","PAC - Qualified","0",NA
"73","C00504530","Q3","24A","Organization","OUTLAW MEDIA LLC","VA",2022-09-29,13000,"H0MI03316","SE.452","2022",2022,"CONGRESSIONAL LEADERSHIP FUND","Hybrid PAC - Qualified","0",NA
"74","C00573261","M10","24A","Organization","MOTHERSHIP STRATEGIES","DC",2022-09-27,144,"S0FL00338","500131730","2022",2022,"END CITIZENS UNITED","PAC - Qualified","0",NA
"75","C00777185","Q3","24A","Organization","RIGHT AIM MEDIA LLC","FL",2022-07-18,1125,"S2AZ00356","SE24.3332","2022",2022,"SAVING ARIZONA PAC","Independent Expenditure-only (Super PACs)","0",NA
"76","C00495028","M10","24A","Organization","THREE POINT MEDIA, LLC","MA",2022-09-23,6500,"H0NJ07089","VN7GDAHW4R9","2022",2022,"HOUSE MAJORITY PAC","Hybrid PAC - Qualified","0",NA
"77","C00027466","M6","24A","Organization","FLEXPOINT MEDIA INC","OH",2022-05-19,1144400,"S0GA00559","SE24.M6.007","2022",2022,"NRSC","Party - Qualified","0",NA
"78","C00489799","M7","24A","Organization","PLANNED PARENTHOOD ACTION FUND","NY",2022-06-24,108,"S2GA00225","VV0P99HK0X8","2022",2022,"PLANNED PARENTHOOD VOTES","Independent Expenditure-only (Super PACs)","0",NA
"79","C00000935","M9","24A","Organization","PESCADOR PUBLIC STRATEGIES LLC LAURA VOLLUZ","TX",2022-08-31,9979,"H2NY18087","SE-1046314","2022",2022,"DCCC","Party - Qualified","0",NA
"80","C00587022","Q2","24A","Organization","NEIGHBORHOOD RESEARCH AND MEDIA","NC",2022-05-24,1050,"S2AL00202","SE.6013","2022",2022,"COURAGEOUS CONSERVATIVES PAC","Independent Expenditure-only (Super PACs)","0",NA
"81","C90021312","Q2","24A","Organization","UNITE HERE LOCAL 8","WA",2022-04-27,668,"H2OR04103","F57.000001","2022",2022,"UNITE HERE LOCAL 8","Independent Expenditor (person or group)","0",NA
"82","C00756569","30R","24E","Organization","LYFT","CA",2020-12-29,4,"S0GA00559","VVM8W9M1YN3","2020",2022,"WORKER POWER PAC","Independent Expenditure-only (Super PACs)","0",NA
"83","C00407262","MY","24E","Organization","WIX","CA",2021-04-05,156,"P80000722","SE.4311","2021",2022,"DEMOCRATIC ALLIANCE FOR ACTION","PAC - Nonqualified","0",NA
"84","C00620971","M2","24E","Organization","TOSKR, INC","CA",2021-01-01,106,"P80000722","VSG8MA19Z61","2021",2022,"FOR OUR FUTURE","Independent Expenditure-only (Super PACs)","0",NA
"85","C00552851","M5","24E","Political Action Committee","HOUSE FREEDOM FUND","DC",2021-04-15,290,"H0VA05160","E5F055BE118A14825BDD","2021",2022,"HOUSE FREEDOM FUND","PAC - Qualified","0",NA
"86","C00756569","MY","24E","Organization","LYFT","CA",2021-02-22,5,"S0GA00559","VVM8W9MGA96","2021",2022,"WORKER POWER PAC","Independent Expenditure-only (Super PACs)","0",NA
"87","C00504530","Q1","24E","Organization","TARGETED VICTORY LLC","VA",2022-03-31,50000,"H2NY18087","SE24.021","2022",2022,"CONGRESSIONAL LEADERSHIP FUND","Hybrid PAC - Qualified","0",NA
"88","C00745208","YE","24E","Organization","ARMADA STRATEGIES, LLC","FL",2021-10-22,433757,"S2OH00170","SE.4213","2021",2022,"USA FREEDOM FUND","Independent Expenditure-only (Super PACs)","0",NA
"89","C00681825","YE","24E","Organization","CLOUD DATA SERVICES","IN",2021-07-21,612,"H0CA03078","SE-S237138","2021",2022,"LAW ENFORCEMENT FOR A SAFER AMERICA PAC","Independent Expenditure-only (Super PACs)","0",NA
"90","C00699801","YE","24E","Organization","WIRED4DATA","AZ",2021-09-08,244,"H6FL09070","SE-S421872","2021",2022,"VETERANS AID PAC","Independent Expenditure-only (Super PACs)","0",NA
"91","C00653386","YE","24E","Organization","STANDARD DATA SERVICES LLC","OH",2021-07-14,342,"H0WI05113","SE-S226075","2021",2022,"US VETERANS ASSISTANCE FOUNDATION, PAC","Independent Expenditure-only (Super PACs)","0",NA
"92","C00669259","YE","24E","Organization","XANDR, INC.","NY",2021-07-01,311313,"P80000722","500116317","2021",2022,"FF PAC","Hybrid PAC - Nonqualified","0",NA
"93","C00523498","12P","24E","Organization","COURAGE CAMPAIGN","CA",2022-04-28,9,"H8CA49058","VNV2QA2Y7R7","2022",2022,"COURAGE CALIFORNIA SUPER PAC","Independent Expenditure-only (Super PACs)","0",NA
"94","C00653386","Q1","24E","Organization","CLOUD DATA SERVICES","NV",2022-01-05,349,"H0WI05113","SE-S436561","2022",2022,"US VETERANS ASSISTANCE FOUNDATION, PAC","Independent Expenditure-only (Super PACs)","0",NA
"95","C00759332","YE","24E","Organization","LAV SERVICES LLC","NV",2021-11-17,27,"H4AR04048","SE-S432662","2021",2022,"THE DISABLED VETERANS COALITION PAC","Independent Expenditure-only (Super PACs)","0",NA
"96","C00787671","M7","24E","Organization","LAV SERVICES LLC","NV",2022-06-21,118,"S6ME00159","SE-S937459","2022",2022,"FIREFIGHTERS COALITION OF AMERICA PAC","Independent Expenditure-only (Super PACs)","0",NA
"97","C00774323","M5","24E","Organization","EYP CONSULTANTS LLC","FL",2022-04-06,13,"H8VA07094","SE-S789523","2022",2022,"POLICE AND TROOPER SUPPORT PAC","Independent Expenditure-only (Super PACs)","0",NA
"98","C00773390","YE","24E","Organization","EYP CONSULTANTS LLC","FL",2021-12-29,197,"H6FL04105","SE-S435991","2021",2022,"SUPPORT AMERICA'S POLICE PAC","Independent Expenditure-only (Super PACs)","0",NA
"99","C00774323","YE","24E","Organization","LAV SERVICES LLC","NV",2021-07-14,498,"H6FL04105","SE-S225957","2021",2022,"POLICE AND TROOPER SUPPORT PAC","Independent Expenditure-only (Super PACs)","0",NA
"100","C00795831","Q1","24E","Organization","LAV SERVICES LLC","NV",2022-03-16,231,"H8FL15107","SE-S787618","2022",2022,"POLICE ASSISTANCE FOUNDATION PAC","Independent Expenditure-only (Super PACs)","0",NA
"101","C00671685","M7","24E","Organization","LAV SERVICES LLC","NV",2022-06-15,141,"H8NJ04014","SE-S910185","2022",2022,"AUTISM HEAR US NOW PAC","Independent Expenditure-only (Super PACs)","0",NA
"102","C00699801","M9","24E","Organization","LAV SERVICES LLC","NV",2022-08-03,53,"H2CA00120","SE-S1008473","2022",2022,"VETERANS AID PAC","Independent Expenditure-only (Super PACs)","0",NA
"103","C00671685","Q1","24E","Organization","WIRED4DATA","AZ",2022-03-09,233,"H0AL07086","SE-S786460","2022",2022,"AUTISM HEAR US NOW PAC","Independent Expenditure-only (Super PACs)","0",NA
"104","C00552851","M7","24E","Political Action Committee","HOUSE FREEDOM FUND","DC",2022-06-29,40,"H0CO03165","EA3A66BB44DBF47CD819","2022",2022,"HOUSE FREEDOM FUND","PAC - Qualified","0",NA
"105","C00796045","M9","24E","Organization","CATAMARAN CONSUTLING","CA",2022-08-25,22590,"H2NH01270","SE24.4","2022",2022,"TRUTH AND COURAGE PAC","Independent Expenditure-only (Super PACs)","0",NA
"106","C00552851","M9","24E","Organization","CONNELL DONATELLI","VA",2022-08-18,1295,"H0FL13158","E5F7BF4FDADD84131A3D","2022",2022,"HOUSE FREEDOM FUND","PAC - Qualified","0",NA
"107","C00687103","M8","24E","Organization","TARGETED VICTORY LLC","VA",2022-07-15,700,"H2TX34113","SE24.10960","2022",2022,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION","Independent Expenditure-only (Super PACs)","0",NA
"108","C00787671","M10","24E","Organization","WIRED4DATA","AZ",2022-09-07,50,"S6ME00159","SE-S1030163","2022",2022,"FIREFIGHTERS COALITION OF AMERICA PAC","Independent Expenditure-only (Super PACs)","0",NA
"109","C90018045","Q3","24E","Organization","THE ACTION NETWORK","DC",2022-09-07,118,"H8MN05239","VVB0QARMGZ0","2022",2022,"UNITED WE DREAM ACTION","Independent Expenditor (person or group)","0",NA
"110","C90018904","Q3","24E","Organization","RHA MARKETING","PA",2022-09-22,2220,"","F57-9345","2022",2022,"AMERICANS FOR CONSTITUTIONAL LIBERTY DBA THE CONSERVATIVE CAUCUS","Independent Expenditor (person or group)","0",NA
"111","C00774323","M10","24E","Organization","WIRED4DATA","AZ",2022-09-01,700,"H8VA07094","SE-S1029891","2022",2022,"POLICE AND TROOPER SUPPORT PAC","Independent Expenditure-only (Super PACs)","0",NA
"112","C00495028","M10","24E","Organization","BULLY PULPIT INTERACTIVE LLC","DC",2022-09-02,22277,"H8VA02111","VN7GDAHTXX7","2022",2022,"HOUSE MAJORITY PAC","Hybrid PAC - Qualified","0",NA
"113","C00653386","12G","24E","Organization","RIDGE INNOVATIVE","CA",2022-10-19,36,"H0WI05113","SE-S1183001","2022",2022,"US VETERANS ASSISTANCE FOUNDATION, PAC","Independent Expenditure-only (Super PACs)","0",NA
"114","C00053553","M10","24E",NA,"I360, LLC","IL",2022-09-07,821,"H0MI08141","86218125","2022",2022,"NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND","PAC - Qualified","0",NA
"115","C00172361","12P","24E","Organization","ERDMAN ADVERTISING, MARKETING & DESIGN","PA",2022-04-27,288,"S2PA00554","SE.14538","2022",2022,"PENNSYLVANIA PRO-LIFE FEDERATION PAC","PAC - Qualified","0",NA
"116","C00802942","12P","24E","Organization","ELLIOTT CURSON ADVERTISING","PA",2022-04-07,33640,"S2PA00703","SE.4153","2022",2022,"FROM PA FOR PA","Independent Expenditure-only (Super PACs)","0",NA
"117","C00570416","M5","24E","Organization","BEST SELLERS LLC","MS",2022-04-29,5000,"S2OH00436","E8D9F751E7F714321980","2022",2022,"GATORPAC","PAC - Qualified","0",NA
"118","C00710178","Q1","24E","Organization","EYP CONSULTANTS LLC","FL",2022-02-23,407,"S4SC00240","SE-S784785","2022",2022,"HONORING AMERICAN LAW ENFORCEMENT PAC","Independent Expenditure-only (Super PACs)","0",NA
"119","C00778084","12P","24E","Organization","THE COEFFICIENT GROUP, LLC","MO",2022-07-02,14131,"S2MO00536","SE.4180","2022",2022,"MISSOURI FIRST ACTION, INC.","Independent Expenditure-only (Super PACs)","0",NA
"120","C00738039","Q1","24E","Organization","LYFT","CA",2022-02-17,17,"H0TX28077","500001120","2022",2022,"MIJENTE PAC","Hybrid PAC - Nonqualified","0",NA
"121","C00504530","30S","24E","Organization","RUMBLEUP LLC","DC",2022-08-31,3500,"H2CT05222","SE.063","2022",2022,"CONGRESSIONAL LEADERSHIP FUND","Hybrid PAC - Qualified","0",NA
"122","C00685982","Q1","24E","Organization","LAV SERVICES LLC","NV",2022-03-23,42,"H6FL09070","SE-S788333","2022",2022,"UNITED VETERANS ALLIANCE OF AMERICA PAC","Independent Expenditure-only (Super PACs)","0",NA
